ct2010full,boro,count,pop0518,Pct_PrivVeh,medhhinc1,AADT1,frag_index
36061019701,Manhattan,4,59,0.0781,72708,13778,6.7102
36061019702,Manhattan,5,244,0.0589,63564,12145,3.7237
36061019800,Manhattan,16,181,0.1626,77237,19317,1.7972
36061019900,Manhattan,5,660,0.067,68786,134896,5.3239
36061020000,Manhattan,8,274,0.0326,73393,18326,2.5954
36061020101,Manhattan,0,54,0.0204,92679,11640,4.7654
36061020102,Manhattan,12,565,0.0922,56157,9837,1.413
36061020300,Manhattan,4,90,0.0296,35313,73216,7.3671
36061020500,Manhattan,3,305,0.069,113750,134896,5.1595
36061020600,Manhattan,7,384,0.0425,35583,13727,4.8504
36061020701,Manhattan,1,107,0.03,53697,11640,3.4117
36061020800,Manhattan,13,635,0.095,40369,17654.25,2.8714
36061020901,Manhattan,20,692,0.0704,29457,22579,0.8629
36061021000,Manhattan,4,1171,0.0789,31105,97583,0.3378
36061021100,Manhattan,17,1084,0.0824,49952,134688,1.5987
36061021200,Manhattan,16,416,0.1492,51709,15210,5.5277
36061021303,Manhattan,8,848,0.0892,36921,16699,2.0537
36061021400,Manhattan,1,243,0.0635,42926,8049,4.8522
36061021500,Manhattan,13,601,0.0829,33244,19410,1.3513
36061021600,Manhattan,6,1082,0.0999,42689,23354,2.1392
36061021800,Manhattan,23,890,0.0599,48781,23354,1.2397
36061021900,Manhattan,27,1202,0.039,17059,134688,0.8531
36061022000,Manhattan,9,776,0.1447,39155,23354,2.3967
36061022102,Manhattan,4,212,0.0954,40280,14233,2.5553
36061022200,Manhattan,22,404,0.0266,39148,23354,3.0246
36061022301,Manhattan,8,1355,0.0829,36406,134688,0.7923
36061022302,Manhattan,1,582,0.0967,25608,134688,1.3668
36061022400,Manhattan,19,1265,0.1149,22092,23354,0.5146
36061022500,Manhattan,14,1335,0.1141,47530,134688,1.3386
36061022600,Manhattan,10,570,0.0719,36585,23354,6.109
36061022700,Manhattan,19,587,0.0516,42893,17116,2.9684
36061022800,Manhattan,20,806,0.1269,33750,23354,3.4444
36061022900,Manhattan,10,1212,0.1174,33052,134688,2.0661
36061023000,Manhattan,14,1410,0.0781,33281,23354,2.7035
36061023100,Manhattan,26,720,0.0927,43965,17116,3.7701
36061023200,Manhattan,26,1634,0.2282,28757,23354,1.5405
36061023300,Manhattan,9,894,0.1088,39032,134688,1.2135
36061023400,Manhattan,5,723,0.1451,32272,23354,3.0687
36061023501,Manhattan,19,946,0.1448,33813,16699,2.4483
36061023502,Manhattan,1,331,0.0828,30739,13409,4.7678
36061023600,Manhattan,10,1043,0.1742,37003,97583,0.6763
36061023700,Manhattan,7,1052,0.0804,37553,134688,2.6852
36061023801,Manhattan,1,1134,0.0747,86175,100896,2.9774
36061023802,Manhattan,0,91,0.0512,117292,100896,5.3324
36061023900,Manhattan,9,351,0.2135,39044,16699,1.4801
36061024100,Manhattan,9,890,0.1923,45360,132997,2.0896
36061024200,Manhattan,17,695,0.1913,17669,96874,0.9584
36061024301,Manhattan,10,623,0.0861,37593,14642,4.0167
36061024302,Manhattan,4,1702,0.073,18153,97583,1.0549
36061024500,Manhattan,25,2339,0.1408,34564,23606,1.0679
36061024700,Manhattan,13,918,0.0795,32096,132997,1.4015
36061024900,Manhattan,6,166,0.1835,34044,14642,-0.5156
36061025100,Manhattan,20,357,0.1047,29974,23606,1.877
36061025300,Manhattan,20,1580,0.1435,36047,23606,1.5231
36061025500,Manhattan,4,484,0.0855,50631,276476,3.0915
36061025700,Manhattan,19,562,0.1234,74813,22579,0.7784
36061025900,Manhattan,6,529,0.135,57150,17116,0.5698
36061026100,Manhattan,18,2022,0.1202,29955,149439,-0.4336
36061026300,Manhattan,19,1351,0.1195,29119,115305,-0.2728
36061026500,Manhattan,15,784,0.0587,48750,115305,1.4929
36061026700,Manhattan,5,161,0.2613,42132,66794,3.2361
36061026900,Manhattan,27,1299,0.1292,33301,44375,-0.1588
36061027100,Manhattan,23,1205,0.1046,50020,23702,0.7255
36061027300,Manhattan,6,589,0.1348,73620,8651,1.3523
36061027500,Manhattan,0,249,0.1501,96375,94526,0.1847
36061027700,Manhattan,10,1093,0.1038,28302,6568,0.9208
36061027900,Manhattan,17,1469,0.1708,50841,23702,1.0443
36061028100,Manhattan,0,232,0.1422,105962,8575,0.8333
36061028300,Manhattan,6,1125,0.0837,50435,23702,0.8917
36061028500,Manhattan,15,1095,0.1177,32214,23702,1.7686
36061028700,Manhattan,14,565,0.1271,46104,94526,1.7656
36061029100,Manhattan,13,1916,0.2063,29856,31013,-0.0851
36061029300,Manhattan,14,1515,0.2277,33006,31013,0.997
36061029500,Manhattan,7,803,0.1164,64128,31013,1.0486
36061029900,Manhattan,9,670,0.1621,20274,36767,0.6659
36061030300,Manhattan,1,452,0.1334,55337,31013,1.7797
36061030700,Manhattan,2,326,0.1544,81667,31013,1.4041
36061030900,Manhattan,9,1489,0.1699,28015,31013,0.6746
36061031703,Manhattan,4,690,0.101,196027,54200,3.7632
36061031704,Manhattan,1,536,0.1085,152500,45854,4.2045
36081000100,Queens,1,126,0.1472,125332,100896,6.2496
36081000200,Queens,0,479,0.2989,62070,9118,-3.1988
36081000400,Queens,10,842,0.2794,53355,9118,-2.491
36081000600,Queens,2,688,0.2741,63793,68772,-0.4076
36081000700,Queens,3,292,0.1224,82470,78630,1.491
36081000800,Queens,3,639,0.3824,61250,2625,-2.4417
36081001000,Queens,9,666,0.3707,62194,9118,-2.318
36081001200,Queens,10,589,0.4617,67690,9118,-2.4889
36081001400,Queens,7,672,0.2812,75048,9118,-2.2687
36081001600,Queens,10,476,0.34,59013,9118,-2.2192
36081001800,Queens,18,542,0.2695,59250,9118,-2.5759
36081001900,Queens,3,53,0.0712,118563,100896,3.4476
36081002000,Queens,0,323,0.292,77734,49745,-3.59
36081002200,Queens,0,327,0.1837,58333,49745,-0.3896
36081002400,Queens,2,378,0.2938,62007,9809,-2.1939
36081002500,Queens,0,1592,0.191,19227,13965,1.3783
36081002600,Queens,5,389,0.4668,77933,9809,-2.6644
36081002800,Queens,5,563,0.3811,62298,9809,-0.8082
36081003000,Queens,5,247,0.4512,41875,9809,-2.7273
36081003100,Queens,1,194,0.1074,58214,36317,3.6809
36081003200,Queens,7,302,0.4472,75859,49745,-1.107
36081003300,Queens,7,283,0.1762,46681,36317,1.5051
36081003400,Queens,13,440,0.4053,75402,68772,-1.9225
36081003600,Queens,1,600,0.4323,74727,10125,-0.7017
36081003800,Queens,22,417,0.387,52540,38254,0.7166
36081003900,Queens,1,218,0.1916,42303,13965,3.3917
36081004001,Queens,2,409,0.3412,55500,38254,-1.3374
36081004002,Queens,7,250,0.4052,63750,38254,-3.1609
36081004200,Queens,5,826,0.2209,49227,10125,-1.8322
36081004300,Queens,0,465,0.195,18088,30701,1.9292
36081004401,Queens,12,712,0.4447,53000,43194,-2.4161
36081004500,Queens,0,248,0.1386,70932,30701,-1.822
36081004700,Queens,1,555,0.181,31292,30701,0.2363
36081005100,Queens,1,347,0.0913,45652,15711,0.0115
36081005200,Queens,2,526,0.3692,57520,10125,-0.7106
36081005300,Queens,0,491,0.1211,53228,15711,2.2453
36081005400,Queens,9,971,0.4055,58456,10125,-2.485
36081005500,Queens,1,134,0.1599,54779,7888,0.2683
36081005700,Queens,2,496,0.1614,59559,15711,0.5068
36081005800,Queens,20,886,0.5408,66518,43194,-1.5292
36081005900,Queens,0,356,0.1261,65021,15711,1.9955
36081006100,Queens,3,432,0.1456,57277,15711,1.9243
36081006201,Queens,2,392,0.7035,60320,82865,-1.5833
36081006202,Queens,9,997,0.6049,55783,82865,-1.2733
36081006300,Queens,0,532,0.1233,57798,15711,2.513
36081006501,Queens,0,298,0.1345,57045,17750,3.8447
36081006502,Queens,0,374,0.2008,66442,14556,2.3074
36081006900,Queens,0,436,0.1424,48177,30665,2.4174
36081007100,Queens,1,362,0.16,63487,30665,2.7259
36081007300,Queens,2,308,0.1602,58750,11450,1.3452
36081007500,Queens,0,306,0.118,59893,11460,1.8219
36081007700,Queens,4,172,0.196,76458,30665,2.2525
36081007900,Queens,1,515,0.1512,34476,30665,-0.4459
36081008100,Queens,0,220,0.2119,66384,13965,2.3697
36081008300,Queens,3,480,0.2175,47031,30665,0.2405
36081008500,Queens,3,245,0.2741,32271,13965,-0.2113
36081008600,Queens,18,481,0.4285,70481,58606,-1.0215
36081008700,Queens,2,1091,0.1793,21250,13965,0.8248
36081008800,Queens,2,470,0.5259,84412,58606,-2.0362
36081009100,Queens,1,313,0.3082,56042,30665,2.0938
36081009400,Queens,6,505,0.3238,55339,18464,-1.4974
36081009500,Queens,0,196,0.3106,60111,157316,0.6067
36081009600,Queens,16,553,0.4314,66172,18464,-3.3778
36081009700,Queens,0,281,0.2256,75357,10373,1.6421
36081009800,Queens,3,446,0.3289,63796,9905,-1.8749
36081010000,Queens,13,620,0.4558,64688,18464,-5.1156
36081010100,Queens,1,256,0.2378,54362,10373,0.6469
36081010200,Queens,2,501,0.5153,58301,14859,-3.0975
36081010300,Queens,0,354,0.3565,52614,9093,3.2908
36081010400,Queens,5,558,0.3127,62841,7983,-2.2822
36081010500,Queens,0,627,0.30620000000000003,45111,10848,0.3949
36081010600,Queens,15,585,0.4263,53897,8668,-3.1169
36081010800,Queens,8,576,0.389,50000,9905,-3.6638
36081011000,Queens,17,579,0.325,51920,9905,-3.7775
36081011100,Queens,0,351,0.1983,64808,10848,0.5366
36081011200,Queens,4,437,0.3233,50027,7983,-0.0033
36081011300,Queens,1,371,0.1477,59071,9177,0.2549
36081011400,Queens,3,265,0.2418,53333,27607,-0.3247
36081011500,Queens,0,188,0.1049,62917,9177,2.9533
36081011600,Queens,10,404,0.3079,57780,27607,-2.9447
36081011700,Queens,1,318,0.1387,61692,16792,0.9077
36081011800,Queens,12,492,0.4423,52938,27607,-1.2868
36081011900,Queens,0,138,0.1521,56492,9423,1.6329
36081012000,Queens,4,456,0.4207,53750,27607,-1.004
36081012100,Queens,0,169,0.2736,57566,9423,0.6111
36081012200,Queens,6,511,0.3104,58472,11092,-1.9982
36081012301,Queens,0,292,0.2898,65260,10848,-0.2927
36081012400,Queens,9,503,0.3882,58209,9905,-2.3778
36081012500,Queens,1,127,0.1927,57784,157316,0.7316
36081012601,Queens,8,495,0.2325,59397,9905,-0.0635
36081012602,Queens,6,467,0.3719,57634,9809,-0.9225
36081012800,Queens,2,316,0.3839,65319,12042,0.3212
36081013000,Queens,10,301,0.4287,63650,12042,1.0573
36081013200,Queens,3,315,0.4479,62083,11707,0.6125
36081013400,Queens,1,581,0.3899,63288,23398,1.5908
36081013500,Queens,1,169,0.3997,55956,10848,-1.337
36081013600,Queens,1,248,0.2252,58833,23398,-0.5741
36081013700,Queens,0,117,0.3643,65463,123983,1.5575
36081013800,Queens,3,511,0.2992,62000,23398,-0.3294
36081014000,Queens,7,629,0.4085,68611,23398,0.5754
36081014100,Queens,0,163,0.1315,64907,115700,-0.0799
36081014201,Queens,8,839,0.2642,58438,23398,-1.5528
36081014202,Queens,18,452,0.2911,63472,24606,-1.2114
36081014300,Queens,1,515,0.2239,57281,21482,1.5154
36081014400,Queens,12,363,0.3725,46281,11092,0.2078
36081014500,Queens,0,237,0.2491,58095,9842,3.2554
36081014700,Queens,1,259,0.2826,52244,15380,1.3726
36081014800,Queens,3,424,0.2984,61205,24606,-2.7632
36081014900,Queens,2,344,0.1651,74750,15380,2.1023
36081015000,Queens,4,465,0.4838,70450,1847,-4.9882
36081015100,Queens,1,295,0.1666,61487,7734,0.2808
36081015200,Queens,2,490,0.4751,59512,24606,-2.6518
36081015300,Queens,1,165,0.136,51319,10024,3.233
36081015400,Queens,4,440,0.465,62500,9223,-2.3669
36081015500,Queens,2,216,0.1688,69625,15380,0.9239
36081015600,Queens,13,569,0.4035,50068,9223,-2.2853
36081015700,Queens,3,208,0.1211,45811,12694,1.3096
36081015801,Queens,14,679,0.4752,61055,22062,-3.4169
36081015802,Queens,11,707,0.3206,47015,8668,-2.3134
36081015900,Queens,2,372,0.1256,47472,10024,1.9675
36081016100,Queens,1,330,0.1115,50559,10024,-0.367
36081016300,Queens,1,731,0.2109,25625,10024,-0.6252
36081016400,Queens,4,583,0.4044,65766,5391,-4.5847
36081016600,Queens,9,531,0.3775,50000,14859,-2.1482
36081016800,Queens,6,496,0.4986,66273,14837,-4.9622
36081016900,Queens,2,568,0.2006,54194,10233,0.1429
36081017000,Queens,4,507,0.4995,49048,9481,-3.6967
36081017200,Queens,3,396,0.4516,60473,9481,-4.4431
36081017400,Queens,2,383,0.55,60469,9481,-4.8906
36081017600,Queens,3,440,0.4651,49306,8902,-3.8553
36081017800,Queens,1,313,0.4863,45441,14837,-3.2441
36081017900,Queens,17,132,0.1989,39773,44215,2.1781
36081018000,Queens,2,224,0.4934,43558,14837,-2.6197
36081018101,Queens,1,459,0.1023,41063,44215,0.8969
36081018102,Queens,1,332,0.0868,52935,44215,2.2764
36081018200,Queens,11,431,0.4236,56296,139895,-2.2256
36081018300,Queens,6,631,0.125,66908,44215,0.3265
36081018401,Queens,0,449,0.4188,58939,13317,-2.9484
36081018402,Queens,9,390,0.5524,61333,12341,-2.5758
36081018501,Queens,3,335,0.141,56971,6142,-0.0057
36081018502,Queens,4,421,0.1512,65869,6142,0.6407
36081018600,Queens,1,325,0.4849,66250,139895,0.0463
36081018700,Queens,0,411,0.2674,73571,161996,0.0779
36081018800,Queens,0,222,0.6007,71484,139895,-2.4818
36081018900,Queens,6,408,0.1867,54429,17873,0.2381
36081019000,Queens,5,389,0.5149,71645,17604,-3.3738
36081019200,Queens,5,317,0.3506,58264,139895,-2.0218
36081019400,Queens,2,484,0.5072,60764,139895,-3.4622
36081019600,Queens,8,561,0.2455,60581,17604,-0.6622
36081019800,Queens,11,666,0.2484,40531,14696,-1.8606
36081019900,Queens,7,122,0.4444,56801,70110,6.1941
36081020200,Queens,3,245,0.3396,55375,139895,-3.3304
36081020400,Queens,13,431,0.2586,27418,22062,0.2191
36081020500,Queens,0,209,0.3551,46000,161996,0.1173
36081020600,Queens,3,346,0.3929,53013,139895,-0.1553
36081020800,Queens,11,491,0.4279,59097,139895,-2.5369
36081021200,Queens,12,409,0.2189,31576,131958,0.5826
36081021400,Queens,8,895,0.2296,47780,147053,0.6695
36081021600,Queens,5,442,0.2466,59792,138588,-0.2898
36081022001,Queens,4,685,0.3318,60558,147053,1.2235
36081022002,Queens,5,599,0.3506,61575,138324,0.6717
36081023000,Queens,4,281,0.4482,109632,14140,-2.2734
36081023200,Queens,6,726,0.3746,68457,7857,-0.8059
36081023500,Queens,4,1309,0.1725,46630,44215,-1.2378
36081023600,Queens,32,432,0.2031,49250,25705,-1.2132
36081023800,Queens,8,933,0.1414,38571,25705,1.0044
36081024000,Queens,28,874,0.1702,39926,17360,-0.1249
36081024300,Queens,4,827,0.3805,62083,107828,-1.5145
36081024500,Queens,6,622,0.2577,52138,44215,-2.2821
36081024700,Queens,3,206,0.2356,45500,8334,-1.2056
36081024900,Queens,5,614,0.2601,56333,11841,1.9618
36081025100,Queens,12,639,0.1936,41496,11841,-0.4222
36081025301,Queens,11,484,0.08,54808,44215,2.4025
36081025302,Queens,3,387,0.1636,49669,44215,2.5472
36081025400,Queens,22,1724,0.2755,41797,25040,0.3758
36081025500,Queens,1,172,0.2114,81167,36317,-0.6611
36081025700,Queens,3,226,0.1903,61023,36317,1.2528
36081025800,Queens,10,421,0.4868,56346,21558,-2.2551
36081025900,Queens,1,490,0.1829,48257,13373,0.3902
36081026000,Queens,17,609,0.4331,41207,14696,-0.8347
36081026100,Queens,9,1056,0.2175,41927,13373,-0.6598
36081026200,Queens,2,314,0.4315,66473,17604,-2.5702
36081026300,Queens,10,774,0.1685,51813,109626,0.9973
36081026400,Queens,8,382,0.4243,48083,21558,-1.528
36081026500,Queens,6,586,0.2321,50049,109626,-0.5994
36081026600,Queens,4,249,0.4126,26648,22686,1.1229
36081026700,Queens,12,764,0.0764,50139,16751,-0.137
36081026901,Queens,8,797,0.0689,44524,15234,0.5298
36081026902,Queens,7,570,0.18,43707,16751,-1.0441
36081027000,Queens,2,348,0.4033,34400,17604,-0.405
36081027100,Queens,10,1371,0.1241,56176,16751,-1.493
36081027200,Queens,5,382,0.3248,67875,12341,-3.3662
36081027300,Queens,14,1404,0.207,39167,31107,-1.2808
36081027400,Queens,0,324,0.5262,54727,8454,-2.7046
36081027500,Queens,7,884,0.192,45230,31107,-1.5205
36081027600,Queens,3,235,0.4012,39882,16138,-0.5869
36081027700,Queens,8,1332,0.2058,39129,31107,0.7877
36081027800,Queens,3,459,0.3783,37989,12854,-0.6542
36081027900,Queens,3,822,0.1758,40913,31107,-0.6244
36081028000,Queens,6,282,0.4126,67025,22686,-0.534
36081028100,Queens,8,660,0.1353,48602,31107,0.9918
36081028200,Queens,6,295,0.504,72202,22686,-1.9315
36081028300,Queens,9,872,0.1953,55472,31107,0.6457
36081028400,Queens,7,701,0.4016,59561,13866,-3.4748
36081028500,Queens,16,458,0.1309,57137,31107,-1.0759
36081028700,Queens,15,649,0.2063,44414,31107,0.1037
36081028800,Queens,30,794,0.429,65167,19167,-1.8361
36081028900,Queens,12,582,0.2507,60439,31107,-0.3917
36081029100,Queens,11,908,0.1554,35462,109626,0.286
36081029300,Queens,4,203,0.3419,59727,109626,-2.6577
36081029400,Queens,32,1181,0.5567,65680,19167,-2.0682
36081029500,Queens,5,421,0.153,69274,18145,-1.0705
36081029700,Queens,2,305,0.2302,62130,96971,-1.2723
36081030600,Queens,17,795,0.5355,83045,132201,-1.5515
36081030902,Queens,9,1275,0.3188,46992,11659,-1.7595
36081030903,Queens,9,1147,0.3882,53007,11659,-0.4816
36081030904,Queens,4,618,0.3395,55694,109733,-0.6044
36081031700,Queens,1,733,0.4902,66982,123983,-2.09
36081032000,Queens,9,842,0.5663,71801,181667,-1.5455
36081032700,Queens,3,612,0.2124,55901,11659,-0.4006
36081032800,Queens,8,470,0.4873,62411,20504,-2.047
36081032900,Queens,12,668,0.4268,67009,34182,-3.7987
36081033000,Queens,8,1123,0.4884,75190,18087,-1.4676
36081033401,Queens,14,619,0.5167,66707,22686,-2.6611
36081033402,Queens,11,1761,0.4375,40736,18087,1.2506
36081033700,Queens,8,577,0.2887,45479,11659,-2.1608
36081033900,Queens,1,556,0.2113,66875,11659,-3.7412
36081034700,Queens,5,579,0.4686,48225,147525,-0.9792
36081035100,Queens,9,557,0.327,60625,11659,-0.9512
36081035200,Queens,17,433,0.5736,71875,24407,-4.902
36081035300,Queens,9,433,0.3208,50273,34182,0.8679
36081035700,Queens,3,759,0.4191,44314,155066,-0.1718
36081035800,Queens,10,733,0.5843,69844,24407,-2.3734
36081036100,Queens,4,400,0.169,45104,28808,-1.9794
36081036300,Queens,3,477,0.2667,62821,28808,0.0791
36081036500,Queens,8,701,0.1647,62813,28808,-1.2226
36081036600,Queens,7,437,0.5555,76027,18371,-2.3693
36081036700,Queens,5,457,0.3331,60231,5349,-0.6355
36081036800,Queens,5,449,0.5829,72900,13866,-3.1879
36081037100,Queens,1,279,0.4859,55982,162403,-3.1828
36081037300,Queens,3,455,0.3675,51912,168922,0.0174
36081037500,Queens,17,625,0.1409,45854,31107,-0.1418
36081037600,Queens,10,953,0.5763,77165,11907,-3.8819
36081037700,Queens,7,734,0.2512,39403,31107,1.0772
36081037900,Queens,20,1027,0.1466,52711,31107,-1.1171
36081038100,Queens,19,1164,0.2169,48597,168922,0.6796
36081038400,Queens,21,422,0.6106,65721,11907,-2.8956
36081039400,Queens,16,517,0.5625,57095,11907,-2.8105
36081039800,Queens,4,330,0.4568,68523,18371,-3.0649
36081039900,Queens,2,604,0.1903,40764,168922,-2.6661
36081040000,Queens,5,235,0.5244,60438,13687,-0.5139
36081040100,Queens,11,1211,0.1771,46792,12917,-0.5774
36081040200,Queens,3,238,0.5762,81705,19041,-3.6944
36081040300,Queens,11,1043,0.1353,48775,13133,-1.4117
36081040400,Queens,5,658,0.4681,44280,19041,-1.5072
36081040500,Queens,19,593,0.1457,44904,13133,-1.2576
36081040700,Queens,13,1439,0.1154,36807,13133,-0.0354
36081040900,Queens,10,806,0.2023,46477,13133,-0.5026
36081041100,Queens,14,739,0.1925,45833,12900,-2.6183
36081041300,Queens,9,732,0.211,52903,11615,-1.3817
36081041400,Queens,4,796,0.5025,42379,2570,0.1023
36081041500,Queens,3,647,0.4132,39688,8049,-1.1506
36081042400,Queens,1,330,0.4927,73542,18371,-3.0817
36081042700,Queens,2,845,0.2416,45417,8049,-1.6998
36081043200,Queens,2,210,0.4831,93214,18371,-3.5226
36081043400,Queens,4,297,0.4901,84617,4218,-3.5937
36081043701,Queens,9,466,0.3572,47333,38679,-2.0209
36081043702,Queens,4,995,0.2132,37411,24577,-1.5366
36081043900,Queens,28,919,0.2042,40185,11615,-1.7907
36081044000,Queens,15,781,0.3338,55203,25040,0.9152
36081044301,Queens,5,685,0.3571,20958,4055,5.319
36081044302,Queens,13,846,0.2811,54057,12900,-1.5403
36081044400,Queens,24,496,0.1814,25500,19041,1.2545
36081044601,Queens,31,483,0.0863,39632,17360,-0.4739
36081044602,Queens,11,705,0.2017,39728,25705,1.5871
36081044800,Queens,5,404,0.3045,46607,14140,-1.6728
36081045000,Queens,6,298,0.3589,51500,138324,-2.421
36081045200,Queens,4,127,0.2531,42000,138324,0.9834
36081045400,Queens,17,813,0.2599,55179,11411,-0.9247
36081045500,Queens,9,2039,0.2414,48070,12900,1.9881
36081045600,Queens,4,179,0.3865,60139,158173,-3.7069
36081045700,Queens,4,437,0.3088,63750,5635,-0.3589
36081045800,Queens,2,287,0.4021,58750,16118,-1.8184
36081045900,Queens,6,598,0.1211,59074,12900,-1.5075
36081046000,Queens,23,971,0.2656,26233,25705,-0.0403
36081046100,Queens,7,456,0.1518,48060,12900,-1.6506
36081046200,Queens,12,1196,0.2625,40637,25705,-0.291
36081046300,Queens,18,676,0.1464,41339,12900,0.1389
36081046400,Queens,1,199,0.3214,92303,158173,1.0672
36081046500,Queens,9,619,0.1062,41615,15234,-0.5604
36081046600,Queens,3,337,0.3488,52059,8734,0.3633
36081046700,Queens,4,1060,0.1874,39138,15234,0.5779
36081046800,Queens,13,673,0.1967,40942,25705,-0.8874
36081046900,Queens,11,1264,0.2029,45157,16751,-0.9924
36081047000,Queens,6,527,0.391,56033,25705,-4.1723
36081047100,Queens,2,622,0.1753,41625,16751,-1.6781
36081047200,Queens,4,447,0.3425,72924,158173,-0.9025
36081047300,Queens,8,432,0.1325,54554,16751,0.1545
36081047500,Queens,25,621,0.1696,51905,51423,0.4652
36081047600,Queens,0,209,0.7431,107969,143422,-4.2808
36081047800,Queens,15,630,0.6001,71695,25705,-2.1019
36081047900,Queens,13,757,0.297,57651,38415,-2.5555
36081048000,Queens,4,360,0.4088,61462,25705,-3.3069
36081048100,Queens,1,865,0.2466,38078,16751,0.5001
36081048200,Queens,4,256,0.4518,82750,25705,-3.71
36081048300,Queens,1,549,0.1833,49634,107828,-1.8634
36081048400,Queens,7,817,0.4374,55750,17300,-2.8688
36081048500,Queens,27,594,0.1187,58819,16751,-0.5017
36081048900,Queens,5,242,0.4026,61451,38415,-3.0309
36081049200,Queens,8,716,0.5443,51455,140904,0.1456
36081049301,Queens,1,321,0.3521,58304,12494,-0.999
36081049302,Queens,10,448,0.3531,57188,22238,0.4178
36081049500,Queens,0,175,0.4273,62422,161996,0.4712
36081049600,Queens,3,529,0.648,70686,20405,-3.6976
36081049700,Queens,1,487,0.4651,46962,9076,-1.2214
36081049900,Queens,7,683,0.36870000000000003,54500,9076,-2.5444
36081050000,Queens,11,687,0.3548,38621,10553,1.7838
36081050201,Queens,4,294,0.4339,78000,8903,-3.2814
36081050202,Queens,3,235,0.5656,82813,1022,-4.6344
36081050400,Queens,2,276,0.5304,63692,13687,-5.0401
36081050500,Queens,0,186,0.2962,65833,161996,0.8505
36081050600,Queens,1,289,0.4447,74306,8903,-5.4806
36081050700,Queens,1,447,0.4786,76680,161996,-0.2312
36081050800,Queens,10,308,0.547,59196,8903,-1.579
36081051000,Queens,4,251,0.4489,88750,8903,-4.6375
36081051100,Queens,3,316,0.5436,68750,161996,-2.3519
36081051200,Queens,14,481,0.4748,76667,18200,-4.5704
36081051300,Queens,1,353,0.445,57500,12494,-0.7215
36081051500,Queens,1,360,0.5742,61635,10317,-1.4431
36081051600,Queens,3,321,0.5012,60625,18200,-3.0261
36081051700,Queens,5,240,0.4443,52750,161996,-0.242
36081051800,Queens,2,362,0.6274,81115,8166,-4.4756
36081052000,Queens,3,243,0.5246,103254,8166,-6.3327
36081052100,Queens,5,282,0.49,51853,22424,0.3552
36081052200,Queens,0,248,0.4771,71667,8166,-4.511
36081052400,Queens,5,325,0.4358,67768,13687,-5.1069
36081052500,Queens,2,318,0.403,57583,22424,0.0193
36081052600,Queens,0,340,0.4454,79306,13645,-3.093
36081052800,Queens,2,278,0.5026,59125,13645,-1.6071
36081053000,Queens,4,387,0.4336,52440,11907,-3.2545
36081053100,Queens,9,478,0.406,42296,16188,2.1021
36081053200,Queens,9,289,0.656,88438,11907,-4.2806
36081053401,Queens,11,313,0.5186,69318,18200,-3.753
36081053500,Queens,0,214,0.1694,60000,16980,0.5731
36081053601,Queens,2,263,0.3924,69625,8903,-4.5372
36081053800,Queens,0,269,0.5064,61964,8903,-3.0172
36081053900,Queens,3,685,0.3259,51991,20744,-1.3595
36081054000,Queens,13,758,0.4909,46071,30521,-0.8874
36081054200,Queens,11,861,0.4841,81175,20405,-5.1645
36081054500,Queens,2,755,0.1328,49750,8406,0.0769
36081054700,Queens,9,826,0.1756,53832,8406,-0.6543
36081054800,Queens,1,408,0.5984,80764,24736,-5.7585
36081054900,Queens,19,982,0.1411,39612,15431,1.37
36081055100,Queens,23,719,0.1173,39982,11852,0.0592
36081055200,Queens,16,430,0.4021,65208,140904,-1.7919
36081055300,Queens,10,432,0.1348,41189,15431,2.6444
36081055400,Queens,0,347,0.5059,70212,22218,-2.9247
36081055500,Queens,8,404,0.1454,46121,15431,-1.2464
36081055600,Queens,4,310,0.6387,76071,2006,-5.9964
36081055700,Queens,10,666,0.3025,42328,11852,-0.5573
36081055800,Queens,0,261,0.6194,85473,15517.75,-3.5109
36081055900,Queens,8,229,0.2042,59868,15431,-0.1595
36081056000,Queens,4,249,0.6994,58500,22218,-1.0127
36081056200,Queens,0,261,0.6724,61032,3625,-5.0985
36081056400,Queens,3,280,0.6171,43839,17979,-0.8125
36081056500,Queens,3,367,0.3013,47143,11415,-1.0011
36081056600,Queens,4,254,0.3889,81250,17442,-4.9638
36081056700,Queens,7,789,0.428,65313,11852,-2.2361
36081056800,Queens,20,731,0.5527,77813,177198,-2.4872
36081057700,Queens,5,581,0.3759,65373,14186,-2.0666
36081057900,Queens,1,233,0.2935,46080,11530,1.3407
36081058000,Queens,3,605,0.6139,77784,177198,-3.7815
36081058100,Queens,6,375,0.3193,55000,16180,0.1906
36081058200,Queens,4,713,0.5735,82598,12806,-4.5707
36081058300,Queens,2,454,0.1297,54467,16180,-0.157
36081058500,Queens,11,632,0.1921,55000,16180,-1.3873
36081058700,Queens,4,400,0.2842,47019,16180,-0.9834
36081058900,Queens,10,710,0.1619,44875,9472,1.4502
36081059000,Queens,1,167,0.6986,70750,12806,-4.9734
36081059100,Queens,10,1043,0.1696,49664,13900.5,1.1667
36081059200,Queens,0,175,0.4795,61250,140409,-3.9753
36081059300,Queens,5,502,0.2978,52106,22424,-0.3307
36081059400,Queens,1,210,0.6831,100132,8211,-3.9358
36081059500,Queens,15,708,0.4264,57426,16980,-0.1925
36081059600,Queens,3,183,0.4481,93362,10641,-4.2135
36081059800,Queens,8,247,0.5599,73750,12806,-2.1789
36081059900,Queens,4,204,0.6135,54635,22424,-1.7904
