ct2010full,boro,count,pop0518,Pct_PrivVeh,medhhinc1,AADT1,frag_index
36047003600,Brooklyn,2,389,0.2709,70081,14350,-0.0409
36047003700,Brooklyn,19,26,0.0448,101579,14412,5.4524
36047003800,Brooklyn,1,153,0.4911,99459,49603,-1.7214
36047003900,Brooklyn,8,157,0.0282,104728,35578,1.9927
36047004100,Brooklyn,6,337,0.0505,108105,35578,1.5013
36047004300,Brooklyn,7,234,0.0373,108929,35578,2.8685
36047004400,Brooklyn,3,345,0.4388,86667,49603,-2.2676
36047004500,Brooklyn,0,317,0.0362,126250,19286,1.1978
36047004600,Brooklyn,16,206,0.4807,90556,49603,-1.5645
36047004700,Brooklyn,4,184,0.2487,104471,136343,0.3317
36047004900,Brooklyn,4,192,0.106,104444,19286,5.0025
36047005000,Brooklyn,6,293,0.5126,82802,49603,-0.8622
36047005100,Brooklyn,1,194,0.1114,87438,132245,0.3581
36047005201,Brooklyn,0,117,0.392,17129,49603,3.8367
36047005202,Brooklyn,0,155,0.3398,68750,49603,1.4773
36047005300,Brooklyn,13,204,0.185,70737,48380,0.8195
36047005400,Brooklyn,1,272,0.2285,57928,49603,1.5908
36047005601,Brooklyn,1,185,0.246,52761,49603,1.421
36047005602,Brooklyn,1,124,0.3592,53167,49603,0.8978
36047005800,Brooklyn,4,320,0.3096,47118,16937,2.3737
36047005900,Brooklyn,2,186,0.1066,57135,164326,2.315
36047006000,Brooklyn,1,371,0.1548,68438,15124,-0.6223
36047006200,Brooklyn,8,421,0.1663,45139,16150,0.9035
36047006300,Brooklyn,3,152,0.1446,90341,40641,1.5653
36047006400,Brooklyn,4,499,0.3351,51667,16150,-0.8458
36047006500,Brooklyn,8,442,0.0725,104172,164326,1.8114
36047006600,Brooklyn,1,479,0.2441,59852,16150,0.1919
36047006700,Brooklyn,3,347,0.1146,156118,10979,-1.2829
36047006800,Brooklyn,22,840,0.3626,37012,16150,0.0402
36047006900,Brooklyn,11,329,0.1349,116058,10979,0.5405
36047007000,Brooklyn,2,285,0.2425,43309,26501,-0.4879
36047007100,Brooklyn,4,889,0.1114,31632,6510,-0.3017
36047007200,Brooklyn,1,338,0.1556,37140,141821,-2.5727
36047007400,Brooklyn,11,968,0.1612,40625,33181,0.1712
36047007500,Brooklyn,6,440,0.0749,135218,10979,1.0524
36047007600,Brooklyn,12,662,0.148,32616,33181,0.6145
36047007700,Brooklyn,6,321,0.082,120290,164326,1.2627
36047007800,Brooklyn,12,901,0.1381,39375,33181,-1.6409
36047008000,Brooklyn,8,720,0.1011,49081,33181,-0.4797
36047008200,Brooklyn,8,709,0.1668,42412,33181,-0.5714
36047008400,Brooklyn,13,541,0.1144,43942,34184,-1.9863
36047008500,Brooklyn,4,1575,0.0519,14002,6070,0.2786
36047008800,Brooklyn,7,460,0.0956,40982,13221,-0.3502
36047009000,Brooklyn,2,510,0.1194,33654,12139,-0.8678
36047009200,Brooklyn,11,981,0.1373,39122,10523,0.0323
36047009400,Brooklyn,12,932,0.2705,38460,10523,-0.9917
36047009600,Brooklyn,9,1032,0.2235,38148,7111,0.4502
36047009800,Brooklyn,14,1265,0.1415,29232,7111,0.2864
36047010000,Brooklyn,14,1120,0.1611,27529,7111,0.574
36047010100,Brooklyn,4,626,0.2037,44259,28491,-0.1982
36047010200,Brooklyn,8,854,0.159,43646,12405,-0.3722
36047010400,Brooklyn,16,921,0.1559,34412,10523,0.7769
36047010600,Brooklyn,11,913,0.2667,33090,10523,0.1198
36047010800,Brooklyn,25,818,0.1593,31400,10523,1.383
36047011000,Brooklyn,9,450,0.1566,38618,27531,-1.17
36047011200,Brooklyn,15,1423,0.2297,30142,18257,0.1723
36047011400,Brooklyn,3,803,0.1841,42159,18257,0.1244
36047011600,Brooklyn,2,922,0.2675,34279,18257,-0.1392
36047011700,Brooklyn,1,275,0.0903,74125,49664,3.335
36047011800,Brooklyn,11,381,0.1909,29438,12405,-2.0737
36047011900,Brooklyn,6,102,0.0916,82500,164326,1.3179
36047012000,Brooklyn,15,229,0.1959,55000,141686,-0.6082
36047012100,Brooklyn,4,142,0.1228,81875,34320,0.5088
36047012200,Brooklyn,14,927,0.1894,35363,141821,0.229
36047012600,Brooklyn,11,470,0.2906,36993,141686,-0.1032
36047012700,Brooklyn,6,498,0.0916,45787,27725,-0.1039
36047012801,Brooklyn,4,306,0.5137,44583,15806,-0.8891
36047012901,Brooklyn,13,189,0.0154,77898,57885,0.5257
36047012902,Brooklyn,7,161,0.0911,87321,57885,1.3317
36047013000,Brooklyn,16,736,0.1726,50306,16150,1.7204
36047013100,Brooklyn,3,309,0.1079,104688,13362,1.4287
36047013200,Brooklyn,8,414,0.2987,56442,15942,-1.6027
36047013300,Brooklyn,8,377,0.0719,132768,13362,-0.3633
36047013400,Brooklyn,18,611,0.3595,67500,141686,-0.9348
36047013500,Brooklyn,11,437,0.1256,118472,13362,0.226
36047013600,Brooklyn,7,583,0.2907,68182,101231,-0.146
36047013700,Brooklyn,3,278,0.1099,94925,13362,2.3666
36047013800,Brooklyn,4,363,0.2514,61336,16150,0.171
36047013900,Brooklyn,11,377,0.1255,89083,13362,0.6307
36047014000,Brooklyn,0,253,0.4293,58939,20977,-0.4521
36047014100,Brooklyn,5,306,0.1157,91719,16689,-0.1401
36047014200,Brooklyn,1,396,0.2242,49350,101231,0.9029
36047014300,Brooklyn,9,394,0.2344,67955,105001,0.7304
36047014500,Brooklyn,12,503,0.158,62602,28491,1.957
36047014700,Brooklyn,6,275,0.1084,70669,105001,2.7098
36047014800,Brooklyn,2,163,0.6011,60486,32938,-2.5822
36047014900,Brooklyn,9,483,0.1483,104735,9197,-0.1937
36047015000,Brooklyn,2,207,0.3474,89663,32938,-1.4336
36047015100,Brooklyn,1,423,0.1395,112824,11678,-0.2419
36047015200,Brooklyn,2,283,0.4835,70357,20977,-1.6223
36047015300,Brooklyn,4,291,0.1223,110303,11678,1.6468
36047015500,Brooklyn,3,426,0.0926,108715,11678,1.4117
36047015700,Brooklyn,6,417,0.0778,106781,8911,0.4993
36047015900,Brooklyn,9,406,0.0441,117704,43519,3.1703
36047016000,Brooklyn,19,618,0.3051,61078,101231,1.2069
36047016100,Brooklyn,7,247,0.076,101563,57885,0.9279
36047016200,Brooklyn,6,215,0.3778,70441,148382,-0.1923
36047016300,Brooklyn,7,220,0.0845,79286,57885,1.0614
36047016400,Brooklyn,0,182,0.3226,60357,181405,6.6889
36047016500,Brooklyn,3,647,0.1238,122537,15533,-0.346
36047016600,Brooklyn,3,309,0.6197,66771,32938,-4.3845
36047016700,Brooklyn,3,514,0.1301,108365,9288,0.8466
36047016800,Brooklyn,0,203,0.5191,82917,140015,-2.8731
36047016900,Brooklyn,2,459,0.1368,73051,8413,1.1423
36047017000,Brooklyn,5,529,0.3534,67976,17902,-2.172
36047017100,Brooklyn,2,480,0.1758,103319,4517,-1.4145
36047017200,Brooklyn,2,467,0.3922,92583,17902,-2.9647
36047017400,Brooklyn,2,267,0.3668,66941,140015,-3.0785
36047017600,Brooklyn,5,293,0.3458,53347,140015,-0.2864
36047017800,Brooklyn,7,417,0.2555,54813,17902,-0.9543
36047017900,Brooklyn,4,442,0.1468,56782,13165,-0.2089
36047018000,Brooklyn,6,536,0.293,55280,17902,-1.3481
36047018100,Brooklyn,8,245,0.1028,82255,13165,4.1109
36047018200,Brooklyn,5,435,0.2227,38708,7069,-0.2842
36047018300,Brooklyn,11,190,0.1382,93456,13460,0.9399
36047018400,Brooklyn,4,307,0.461,69375,7926,-1.8061
36047018501,Brooklyn,14,721,0.1747,20635,123631,0.1102
36047018600,Brooklyn,1,348,0.3588,69963,7069,-3.5322
36047018700,Brooklyn,7,167,0.1138,93393,123631,1.5308
36047018800,Brooklyn,5,361,0.369,53065,15942,-2.0706
36047019000,Brooklyn,8,773,0.3027,43000,27091,-0.668
36047019100,Brooklyn,2,308,0.0745,86250,123631,1.9106
36047019200,Brooklyn,3,654,0.3443,39318,9854,-2.4913
36047019300,Brooklyn,12,465,0.1177,53450,12207,2.097
36047019400,Brooklyn,10,452,0.2972,39750,27091,-0.3362
36047019500,Brooklyn,8,273,0.1464,72119,12207,1.3336
36047019600,Brooklyn,4,601,0.2954,41937,6350,-0.5584
36047019700,Brooklyn,11,257,0.1424,76618,12887,-0.1085
36047019800,Brooklyn,4,253,0.4725,56827,15942,-2.5635
36047019900,Brooklyn,16,202,0.1136,65379,13165,4.0608
36047020000,Brooklyn,5,367,0.415,63611,15942,-1.1156
36047020100,Brooklyn,6,268,0.1007,81885,13165,1.1283
36047020200,Brooklyn,2,277,0.4938,71250,15942,-2.6022
36047020300,Brooklyn,3,176,0.0793,111875,57885,1.3282
36047020400,Brooklyn,4,252,0.4682,67670,15942,-2.5047
36047020500,Brooklyn,9,186,0.0973,78713,12887,2.5448
36047020600,Brooklyn,7,343,0.484,82240,15942,-3.0033
36047020700,Brooklyn,4,386,0.1819,100976,35457,0.9842
36047020800,Brooklyn,2,460,0.3874,55215,15806,-0.9351
36047021000,Brooklyn,7,634,0.3738,49600,15806,-2.4928
36047021100,Brooklyn,4,200,0.2589,52083,12995,3.4847
36047021200,Brooklyn,7,814,0.2244,36411,27091,-1.3239
36047021300,Brooklyn,19,584,0.1263,42794,16761,1.288
36047021400,Brooklyn,6,507,0.2477,47500,18257,-1.7402
36047021500,Brooklyn,8,561,0.0609,60081,35457,1.5816
36047021600,Brooklyn,9,1223,0.3496,34068,18257,-0.9441
36047021700,Brooklyn,5,510,0.1466,60335,35457,2.3878
36047021800,Brooklyn,5,1065,0.3356,32150,18257,-3.2126
36047021900,Brooklyn,13,371,0.148,50333,35457,1.2296
36047022000,Brooklyn,23,1318,0.2168,30000,18257,-1.4113
36047022100,Brooklyn,4,419,0.0986,44222,40283,1.8403
36047022200,Brooklyn,18,1289,0.1816,30515,18257,0.4946
36047022400,Brooklyn,21,1716,0.2752,38105,18257,-2.2676
36047022600,Brooklyn,4,535,0.2174,43348,27531,-2.2658
36047022700,Brooklyn,25,495,0.1113,50465,13165,2.96
36047022800,Brooklyn,8,922,0.2341,35089,14638,-1.1893
36047022900,Brooklyn,4,373,0.1185,61250,19168,1.2931
36047023000,Brooklyn,20,1299,0.2039,31061,10466,-1.7105
36047023100,Brooklyn,8,258,0.1103,75090,7519,2.6536
36047023200,Brooklyn,15,1679,0.2572,30574,10466,-1.4684
36047023300,Brooklyn,4,934,0.0905,38566,19168,1.4064
36047023400,Brooklyn,20,1188,0.2944,25804,10466,-2.337
36047023500,Brooklyn,14,721,0.217,47670,18970,0.488
36047023600,Brooklyn,9,1149,0.2015,25466,10466,-1.4744
36047023800,Brooklyn,8,1068,0.2537,29814,10466,-1.9274
36047024000,Brooklyn,10,1002,0.269,26327,10466,-0.0287
36047024100,Brooklyn,6,168,0.1298,60250,19168,4.781
36047024200,Brooklyn,9,774,0.3811,39219,10542,-2.9629
36047024300,Brooklyn,9,452,0.0908,54801,19168,1.3912
36047024400,Brooklyn,7,858,0.2863,40855,10646,-1.1638
36047024500,Brooklyn,7,590,0.1568,50093,19168,1.7388
36047024600,Brooklyn,5,702,0.3763,44489,10542,-3.1485
36047024700,Brooklyn,11,349,0.118,43333,19168,3.4958
36047024800,Brooklyn,3,439,0.2408,47935,10646,-2.2779
36047024900,Brooklyn,12,532,0.1267,51782,12788,5.1405
36047025000,Brooklyn,6,248,0.3198,39848,27091,-2.0913
36047025100,Brooklyn,5,733,0.1252,30603,12788,2.6817
36047025200,Brooklyn,8,636,0.2756,48161,25577,-1.061
36047025300,Brooklyn,11,356,0.1134,43098,12788,4.5471
36047025400,Brooklyn,4,554,0.3032,48688,23437,-1.877
36047025500,Brooklyn,3,1194,0.0589,22560,10655,-1.0198
36047025600,Brooklyn,7,435,0.2217,44940,7645,-2.8849
36047025700,Brooklyn,16,402,0.286,57721,10655,0.9612
36047025800,Brooklyn,8,700,0.2511,45484,7645,-1.7341
36047025901,Brooklyn,19,402,0.1099,33571,7531,3.4785
36047025902,Brooklyn,4,873,0.1211,18715,10655,-1.3072
36047026000,Brooklyn,6,517,0.2087,44266,11319,-0.7272
36047026100,Brooklyn,7,854,0.1479,34167,7531,3.2634
36047026200,Brooklyn,1,357,0.2682,56563,7069,-2.5061
36047026300,Brooklyn,2,295,0.1814,39286,7531,1.5466
36047026400,Brooklyn,7,637,0.2439,45696,11054,-1.2943
36047026500,Brooklyn,18,730,0.155,38558,7531,3.2487
36047026600,Brooklyn,6,558,0.3362,60214,19448,-2.1566
36047026700,Brooklyn,7,551,0.2042,46000,7531,4.0404
36047026800,Brooklyn,3,650,0.3221,42340,11054,-0.5462
36047026900,Brooklyn,11,376,0.19,54653,7531,1.3265
36047027000,Brooklyn,7,403,0.3456,33663,19448,1.5217
36047027100,Brooklyn,49,453,0.1126,36667,13165,0.7944
36047027200,Brooklyn,4,595,0.2979,49700,7645,-1.0809
36047027300,Brooklyn,1,409,0.2283,34545,9585,0.3986
36047027400,Brooklyn,10,450,0.2742,40383,11319,-1.3821
36047027500,Brooklyn,4,586,0.2326,57357,9585,2.9366
36047027600,Brooklyn,5,561,0.1458,45587,11319,-0.9684
36047027700,Brooklyn,27,842,0.2288,31250,9585,2.0502
36047027800,Brooklyn,8,436,0.1362,44333,39592,-0.5957
36047027900,Brooklyn,7,646,0.2875,59410,9585,0.7273
36047028000,Brooklyn,0,217,0.3312,64453,140015,-1.2442
36047028100,Brooklyn,16,936,0.1174,26081,9585,1.9708
36047028200,Brooklyn,2,361,0.2436,41480,140015,0.3513
36047028300,Brooklyn,10,835,0.1335,25652,9585,2.9426
36047028400,Brooklyn,5,585,0.2436,44263,39592,-0.6858
36047028501,Brooklyn,16,83,0,97083,11637,-0.5605
36047028502,Brooklyn,6,594,0.1381,20000,11637,0.056
36047028600,Brooklyn,2,618,0.2881,49003,140015,0.8568
36047028700,Brooklyn,13,507,0.2108,22232,11637,2.3377
36047028800,Brooklyn,8,483,0.2327,40428,39592,-0.4438
36047028900,Brooklyn,13,676,0.1202,25840,11637,2.3343
36047029000,Brooklyn,9,592,0.2733,49435,39592,-0.8714
36047029100,Brooklyn,11,539,0.1817,40093,11140,3.5625
36047029200,Brooklyn,4,384,0.2354,36644,140015,0.1542
36047029300,Brooklyn,19,521,0.0841,30181,11140,1.1343
36047029400,Brooklyn,12,234,0.2007,50724,142850,-0.2478
36047029500,Brooklyn,11,533,0.1842,57181,11140,1.7202
36047029600,Brooklyn,13,851,0.2986,37105,39592,-0.1859
36047029700,Brooklyn,13,555,0.2215,51410,13165,0.9074
36047029800,Brooklyn,12,572,0.3228,51363,10890,-0.8677
36047029900,Brooklyn,17,556,0.1226,24410,13165,1.1502
36047030000,Brooklyn,15,625,0.2966,47552,10225,-0.3619
36047030100,Brooklyn,37,538,0.2581,48688,13165,-0.1634
36047030200,Brooklyn,2,568,0.2961,53892,8207,-2.7879
36047030300,Brooklyn,31,1002,0.217,24643,41210,1.0813
36047030400,Brooklyn,14,640,0.2443,41588,142850,-0.5395
36047030500,Brooklyn,8,569,0.078,55050,40283,2.8086
36047030600,Brooklyn,4,299,0.4397,39936,6866,-2.5798
36047030700,Brooklyn,6,940,0.2194,25606,41210,1.0267
36047030800,Brooklyn,3,226,0.3356,57500,134413,-2.5816
36047030900,Brooklyn,12,385,0.1884,29909,41210,0.3218
36047031100,Brooklyn,12,564,0.2009,40938,38795,2.7482
36047031300,Brooklyn,6,579,0.1967,35660,38795,2.5665
36047031400,Brooklyn,5,542,0.3509,42022,153759,-1.1554
36047031500,Brooklyn,19,721,0.1023,49353,53588,3.0548
36047031701,Brooklyn,6,506,0.1772,40833,13057,3.9863
36047031702,Brooklyn,15,431,0.1004,46406,42934,0.4709
36047031900,Brooklyn,2,644,0.1888,42292,14015,0.4126
36047032100,Brooklyn,13,753,0.1139,36798,14921,0.5487
36047032300,Brooklyn,16,513,0.1087,47972,14921,0.9351
36047032500,Brooklyn,9,1058,0.2339,39807,13118,0.5991
36047032600,Brooklyn,25,1571,0.2874,22493,31160,0.5355
36047032700,Brooklyn,38,397,0.2161,51419,27432,1.6538
36047032800,Brooklyn,17,560,0.2721,39805,14421,0.8257
36047032900,Brooklyn,9,870,0.2557,51014,15374,0.6794
36047033000,Brooklyn,12,990,0.2492,20705,14421,0.3736
36047033100,Brooklyn,15,904,0.1834,37500,15374,0.7181
36047033300,Brooklyn,7,906,0.2244,45288,12144,-0.9979
36047033500,Brooklyn,4,646,0.2698,57260,12144,-2.2546
36047033600,Brooklyn,3,770,0.5703,56818,14421,1.1238
36047033700,Brooklyn,17,716,0.1915,41830,39698,0.6157
36047033900,Brooklyn,6,644,0.1582,42895,12144,1.2391
36047034000,Brooklyn,3,271,0.1977,19022,7262,-0.5214
36047034100,Brooklyn,3,352,0.2191,49583,12144,0.8249
36047034200,Brooklyn,13,1190,0.2789,15167,9749,1.9555
36047034300,Brooklyn,10,1157,0.1883,25494,8118,2.2117
36047034500,Brooklyn,12,445,0.2283,31500,10800,1.7085
36047034700,Brooklyn,15,635,0.2,27524,10800,2.3026
36047034800,Brooklyn,18,503,0.1835,36563,153759,0.4139
36047034900,Brooklyn,20,974,0.1334,30817,40403,0.5104
36047035000,Brooklyn,6,313,0.3208,30879,14987,-0.371
36047035100,Brooklyn,57,832,0.1164,24500,40403,0.073
36047035200,Brooklyn,13,57,0.0947,11641,13607,6.2118
36047035300,Brooklyn,29,1039,0.1639,37064,39698,2.8798
36047035400,Brooklyn,20,452,0.312,47740,153759,-2.3952
36047035500,Brooklyn,24,855,0.1942,32483,19728,1.1056
36047035601,Brooklyn,14,192,0.3732,31795,14987,0.2697
36047035602,Brooklyn,2,375,0.3371,33558,8610,1.0354
36047035700,Brooklyn,31,604,0.1368,21384,40403,0.3747
36047035900,Brooklyn,25,1271,0.1662,30685,40403,0.4203
36047036001,Brooklyn,2,170,0.2073,25030,25092,1.587
36047036002,Brooklyn,5,222,0.1465,16477,11172,2.4475
36047036100,Brooklyn,10,534,0.1357,23500,37191,2.7784
36047036200,Brooklyn,3,638,0.1627,27930,25092,3.7198
36047036300,Brooklyn,24,884,0.1788,28706,37191,2.1498
36047036400,Brooklyn,9,338,0.2165,37795,25092,2.488
36047036501,Brooklyn,8,515,0.1985,40526,41210,1.6013
36047036502,Brooklyn,5,201,0.3102,37708,41210,4.8016
36047036600,Brooklyn,5,725,0.2479,33951,153759,0.6589
36047036700,Brooklyn,7,282,0.2642,40679,13165,-1.0739
36047036900,Brooklyn,31,1058,0.1317,30000,32696,1.9224
36047037000,Brooklyn,10,552,0.4277,66993,54613,-0.6605
36047037100,Brooklyn,19,872,0.3903,44617,12932,-1.8604
36047037300,Brooklyn,14,714,0.2857,30426,12932,1.1849
36047037401,Brooklyn,9,469,0.283,52083,13228,-0.6324
36047037402,Brooklyn,7,469,0.3543,26445,13228,1.6212
36047037500,Brooklyn,11,566,0.1756,43942,11637,1.2052
36047037700,Brooklyn,10,590,0.2734,47093,9759,0.4064
36047037900,Brooklyn,9,706,0.2691,41154,9759,1.6883
36047038100,Brooklyn,23,959,0.2893,23664,13165,0.8664
36047038200,Brooklyn,9,1276,0.2372,16888,13095,-1.0943
36047038300,Brooklyn,18,683,0.1559,57835,11140,2.9985
36047038500,Brooklyn,29,672,0.2316,38333,11140,3.4646
36047038600,Brooklyn,4,535,0.4287,43603,13095,-1.7873000000000001
36047038700,Brooklyn,16,697,0.1105,29882,11637,1.381
36047038800,Brooklyn,3,581,0.4962,47616,6037,-1.6055
36047038900,Brooklyn,12,420,0.1284,43326,24573,-0.5706
36047039000,Brooklyn,5,417,0.4493,45320,54613,-1.3087
36047039100,Brooklyn,3,440,0.1739,37841,24573,0.0289
36047039200,Brooklyn,9,496,0.4676,35550,54613,-0.4418
36047039300,Brooklyn,12,517,0.1818,54583,24366,0.7113
36047039400,Brooklyn,15,491,0.3385,44722,40371,-0.5795
36047039500,Brooklyn,10,519,0.1555,25842,26140,2.4532
36047039600,Brooklyn,2,506,0.3804,45765,9851,-0.3616
36047039700,Brooklyn,7,608,0.1013,35160,26140,1.6538
36047039800,Brooklyn,8,406,0.2611,44808,9851,-0.8383
36047039900,Brooklyn,19,792,0.2651,39233,26140,2.3123
36047040000,Brooklyn,3,402,0.2256,43690,9851,-1.143
36047040100,Brooklyn,17,604,0.0963,42052,26140,1.0279
36047040200,Brooklyn,10,401,0.1975,40978,13095,-1.9619
36047040300,Brooklyn,6,666,0.2209,26566,26140,1.3472
36047040400,Brooklyn,7,352,0.236,39461,19448,-0.6461
36047040500,Brooklyn,2,297,0.1955,50179,47261,1.5137
36047040600,Brooklyn,3,423,0.276,45486,9598,-1.0619
36047040800,Brooklyn,3,548,0.3418,45511,9598,-1.2329
36047040900,Brooklyn,8,751,0.0958,34547,9321,-0.6565
36047041000,Brooklyn,2,202,0.3495,47424,9598,-1.6439
36047041100,Brooklyn,10,613,0.2236,35632,9321,0.9306
36047041200,Brooklyn,9,421,0.1922,47371,10801,-0.5088
36047041300,Brooklyn,5,766,0.1523,38350,6875,0.1777
36047041401,Brooklyn,6,243,0.3893,48750,10801,-2.5489
36047041402,Brooklyn,6,210,0.3775,31063,10801,1.1778
36047041500,Brooklyn,12,912,0.1178,51386,6875,-0.1373
36047041600,Brooklyn,4,516,0.2936,44679,40371,-2.7323
36047041700,Brooklyn,7,709,0.0611,27552,7140,1.8286
36047041800,Brooklyn,6,478,0.4237,24984,43892,1.9806
36047041900,Brooklyn,9,779,0.2349,37763,6875,0.3782
36047042000,Brooklyn,8,485,0.3125,50000,43892,-1.8681
36047042100,Brooklyn,12,726,0.122,32864,8720,2.823
36047042200,Brooklyn,18,723,0.3661,60250,18782,-0.2703
36047042300,Brooklyn,9,729,0.1191,45648,8720,1.4072
36047042400,Brooklyn,5,541,0.1958,41977,18782,0.4047
36047042500,Brooklyn,7,559,0.1569,42309,12419,1.8034
36047042600,Brooklyn,12,659,0.3468,45878,11165,-1.4585
36047042700,Brooklyn,7,863,0.0649,45115,12419,-0.3401
36047042800,Brooklyn,0,479,0.2959,49511,19448,-1.2908
36047042900,Brooklyn,16,987,0.1065,44894,4960,1.1807
36047043000,Brooklyn,14,423,0.1587,40771,19448,0.2267
36047043100,Brooklyn,36,912,0.0708,35867,8720,0.0232
36047043200,Brooklyn,6,560,0.2182,42462,21850,-2.3803
36047043300,Brooklyn,33,815,0.126,32883,8720,-0.598
36047043400,Brooklyn,5,444,0.2221,44375,23245,0.4557
36047043500,Brooklyn,17,921,0.1188,41990,4463,0.1853
36047043600,Brooklyn,9,549,0.2588,42204,23245,-1.095
36047043700,Brooklyn,16,908,0.1636,43316,4463,0.1537
36047043800,Brooklyn,6,420,0.3064,38542,23245,-0.2075
36047043900,Brooklyn,9,661,0.1754,38582,15431,-0.6329
36047044000,Brooklyn,4,572,0.3667,46000,43892,-1.1721
36047044100,Brooklyn,4,918,0.1299,45049,8720,-0.1827
36047044200,Brooklyn,7,562,0.3535,45781,43892,-3.1676
36047044300,Brooklyn,10,945,0.1802,52222,8406,1.7359
36047044400,Brooklyn,8,580,0.3045,47794,43892,-0.9052
36047044500,Brooklyn,18,680,0.1307,42198,8406,-0.7288
36047044600,Brooklyn,6,274,0.292,58977,16880,-2.5504
36047044700,Brooklyn,2,385,0.1053,51333,12419,1.1342
36047044800,Brooklyn,5,368,0.3368,54474,16880,-0.5143
36047044900,Brooklyn,2,472,0.1892,39375,138709,0.0999
36047045000,Brooklyn,5,165,0.413,78438,16880,-2.6595
36047045200,Brooklyn,3,530,0.4044,65595,43892,-2.5503
36047045300,Brooklyn,4,206,0.0251,51100,13867,2.836
36047045400,Brooklyn,9,410,0.2997,45455,32218,-2.0042
36047045600,Brooklyn,11,452,0.3458,40068,32218,-0.8812
36047045800,Brooklyn,6,357,0.3748,67674,43892,-2.5759
36047046000,Brooklyn,15,646,0.407,49517,43892,-2.1017
36047046201,Brooklyn,1,466,0.2135,37813,18192,1.173
36047046202,Brooklyn,6,411,0.2062,55588,18192,-3.2413
36047046400,Brooklyn,6,950,0.4603,47266,18192,-2.4117
36047046800,Brooklyn,3,666,0.4645,28274,10646,-2.4801
36047047000,Brooklyn,7,859,0.3516,43529,10646,-2.3947
36047047200,Brooklyn,3,968,0.3138,52034,10646,-2.7768
36047047400,Brooklyn,10,830,0.3696,57895,10953,-3.0135
36047047600,Brooklyn,11,1035,0.3173,47477,10953,-1.9845
36047047700,Brooklyn,5,125,0.1251,81659,145592,0.7446
36047047800,Brooklyn,12,1334,0.1594,28477,8825,-0.4402
36047048000,Brooklyn,5,946,0.3608,41042,18192,-0.8009
36047048100,Brooklyn,1,190,0.1668,72891,16816,2.819
36047048200,Brooklyn,24,839,0.291,30728,43892,-0.274
36047048400,Brooklyn,12,1386,0.3208,36939,43892,-1.6878
36047048500,Brooklyn,10,162,0.0646,79259,19325,0.6282
36047048600,Brooklyn,7,803,0.2142,33833,14638,-2.4666
